tweetcreatedts,username,location,retweetcount,text,hashtags
2021-07-07 23:59:47,RepelitaO,,0,"PPKM Seolah Tak Sukses, Rocky Gerung: Sudah 5 Hari Ada di India, Tidak Terlihat Keutuhan Dalam Rezim https://t.co/yyGFjZtIqX lewat @Repelita Online",[]
2021-07-07 23:59:41,Dewiabdul6,"Gorontalo, Indonesia",0,PPKM atasi covid-19. Siap patuhi PPKM darurat https://t.co/rgz50EQ3Zw,[]
2021-07-07 23:59:40,Dewiabdul6,"Gorontalo, Indonesia",0,"PPKM atasi covid-19

https://t.co/4nYT49sJaF",[]
2021-07-07 23:59:39,Dewiabdul6,"Gorontalo, Indonesia",0,PPKM atasi covid-19 melindungi masyarakat dari bahaya covid-19 https://t.co/XD6RK0pL6e,[]
2021-07-07 23:59:37,Dewiabdul6,"Gorontalo, Indonesia",0,"PPKM atasi covid-19

https://t.co/TTtBrLqHuI",[]
2021-07-07 23:59:37,Dewiabdul6,"Gorontalo, Indonesia",0,Patuh pada aturan adalah kunci keberhasilan PPKM atasi covid-19 https://t.co/zJJ523XwrU,[]
2021-07-07 23:59:37,shutlover,ᴄᴀʀᴀᴛᴇᴜᴍᴇʀᴏʜᴀᴇʀɪᴊᴇᴜɴɪ🇮🇩,0,@mjdmms0223 alhamdulillah ppkm ku ramai walau di rmh aja🥰,[]
2021-07-07 23:59:35,Dewiabdul6,"Gorontalo, Indonesia",0,"PPKM atasi covid-19

https://t.co/IsjCYNlVcz",[]
2021-07-07 23:59:35,Dewiabdul6,"Gorontalo, Indonesia",0,PPKM atasi covid-19 pilihan terbaik https://t.co/dFPZc21kWJ,[]
2021-07-07 23:59:33,topswaracom,,0,"""PPKM dan Vaksinasi, Solusi atau Ilusi Penuntasan Wabah?""

Oleh: Siti Komariah, S.Pd.I
(Pemerhati Masalah Umat)

https://t.co/2N2g3Ue3o4

Follow kami: 
Channel Telegram: https://t.co/LMDdHLyBov
Twitter: https://t.co/GXWeCC7Gkw
FP: https://t.co/PipRJz6Krn",[]
2021-07-07 23:59:33,Dewiabdul6,"Gorontalo, Indonesia",0,"PPKM atasi covid-19

https://t.co/NCviTRnWTi",[]
2021-07-07 23:59:32,Dewiabdul6,"Gorontalo, Indonesia",0,PPKM atasi covid-19 keputusan yg tepat. https://t.co/YxdEWouWDI,[]
2021-07-07 23:59:30,PTJASAMARGA,"DKI Jakarta, Indonesia",0,Petunjuk Teknis Penyelenggaraan Transportasi bagi pelaku perjalanan PPKM Darurat Tanggal 03 - 20 Juli 2021. https://t.co/t4sYCDT48C,[]
2021-07-07 23:59:28,ichaslalubenar,"Kota Mojokerto, Jawa Timur",0,@ngalamfess Ga tatap mukaa. Konsul onlen. Apa lg ppkm nder.,[]
2021-07-07 23:59:26,ArdadedaliA,"Karanganyar, Indonesia",0,"Serda Joko Purwanto Babinsa Koramil 01/Karangnyar Bersama Babinkamtibmas dan Satgas Covid  Kelurahan Delingan  melaksanakan Giat pengecekan Wilayah Tentang PPKM Darurat, Pengecekan di wilayah Menghimbau kepada warga/masyarakat untuk mematuhi Protokol kesehatan (5M) https://t.co/pGXfxYW3Wk",[]
2021-07-07 23:59:10,PTJASAMARGA,"DKI Jakarta, Indonesia",1,"Berikut kami sampaikan informasi titik penyekatan di jalan tol Jasa Marga Group, dalam rangka mendukung PPKM Darurat. https://t.co/qHZzlm3HnR",[]
2021-07-07 23:59:08,danaretropolis,"Yogyakarta, Indonesia",0,ppkm (piye piye kudu manut)..,[]
2021-07-07 23:58:48,kodet,rumah ku,0,"Efek.PPKM darurat ,tanpa pengganti  biaya hidup dari pemerintah 🤦🤦🥺 https://t.co/jtYomdoIcf",[]
2021-07-07 23:58:48,Eka4Liong,Jakarta,0,"Salah 1 mantan boss ku, ppkm, himbauan di rumah saja, eh dia masih muter lho. Tiap hari masih ngantor, terus meeting k ktr a, ke ktr b. Ga ada ngeri2 nya. Pdhal punya asma lho... pede krn uda vaksin 2x, n pernah kena virus juga and..... ga betah dirumah.....",[]
2021-07-07 23:58:44,saskiaaviliani,"Tangerang, Indonesia",0,PPKM : Pengen Peluk Kamu Mulu 🥺,[]
2021-07-07 23:58:38,mitha_dayu,"Bali, Indonesia",0,ppkm ni nunda skripsi ku ci ish🙂,[]
2021-07-07 23:58:28,sassysasii,,0,"ppkm gaboleh sakit gaboleh cengeng, harus kuat, back up sana sini, gada waktu istirahat 🥲",[]
2021-07-07 23:58:27,YukiTakayo,Any pronouns,0,Aku suka PPKM with spasi,[]
2021-07-07 23:58:27,kejari_lahat,"Lahat, Indonesia",0,"CPNS Kejaksaan RI sebagai bentuk penyesuaian dalam kondisi PPKM Darurat ini.

Apa sajakah itu? Simak baik-baik yaa Sobat Adhyaksa!

Untuk keterangan selengkapnya, silahkan kunjungi https://t.co/p7RgGVkYNy

@biropeg

#kejaksaanri #jaksa #jaksaagung #jaksasahabatmasyarakat #cpns .. https://t.co/lxPipHd5PH","[{'text': 'kejaksaanri', 'indices': [216, 228]}, {'text': 'jaksa', 'indices': [229, 235]}, {'text': 'jaksaagung', 'indices': [236, 247]}, {'text': 'jaksasahabatmasyarakat', 'indices': [248, 271]}, {'text': 'cpns', 'indices': [272, 277]}]"
2021-07-07 23:58:24,Lusy_siti,"Pelabuhan Ratu, Indonesia",0,@andrigunardiii Ga bisa ketemu inget PPKM . wkwkwkws,[]
2021-07-07 23:58:24,InfoJatibarang,"Kec. Jatibarang, Kab.Indramayu",0,"Satgas Covid-19 Kecamatan Jatibarang jalankan PPKM Darurat yg menginstruksikan tempat ibadah untuk ditutup sementara selama masa PPKM ini.

Sumber: berbagai sumber.
(Kami hanya menginfokan kabar saja) https://t.co/qrfPnWbhBt",[]
2021-07-07 23:58:17,Trolijasbelmal1,,0,"@ngalamfess Hapene smart phone tapi berita2 g update,lah ngerti opo leg ada ppkm...wong2 koyok ngene sak jane dadi relawan ndeg rs..",[]
2021-07-07 23:58:07,banjarbase,"Kalimantan Selatan, Indonesia",0,"/wal aku handak ke surabaya nih, disana ppkm lah yo",[]
2021-07-07 23:57:58,PTJASAMARGA,"DKI Jakarta, Indonesia",0,"#Tol_Jagorawi Setelah GT Bogor 1 arah Istana Bogor, DIBERLAKUKAN Penyekatan PPKM Darurat secara Situasional.","[{'text': 'Tol_Jagorawi', 'indices': [0, 13]}]"
2021-07-07 23:57:57,mardiasih,"Yogyakarta, Indonesia",0,"ada #MataDiTanahMelus juga nih! 
Harga 59 ribu aja buat stok bacaan dan diskusi bersama bocah di rumah selama masa PPKM ❤📚

Chat ke https://t.co/Bkgkinozqy ya bunda~ https://t.co/06ZqEbF26R","[{'text': 'MataDiTanahMelus', 'indices': [4, 21]}]"
2021-07-07 23:57:57,PTJASAMARGA,"DKI Jakarta, Indonesia",0,#Tol_Jagorawi Setelah Keluar Gadog arah Puncak DIBERLAKUKAN Penyekatan PPKM Darurat secara Situasional.,"[{'text': 'Tol_Jagorawi', 'indices': [0, 13]}]"
2021-07-07 23:57:55,yunusberkahjaya,"Jakarta Selatan, DKI Jakarta",0,"Semoga PPKM :
Pa prabowo kapan mundur? https://t.co/dSARVYiYsV",[]
